payment_id,status,reason,confidence,state,payment_evidence,settlement_evidence,bank_evidence,match_method,settlement_id,bank_transaction_id,expected_net_amount,recorded_settlement_amount,bank_credit_amount,human_review_required,human_review_reason
PAY100398,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500398,BANK900398,4941.0,4941.0,4941.0,False,
PAY100399,EXCEPTION,Duplicate payment record detected.,0.99,FINAL,AVAILABLE,UNKNOWN,UNKNOWN,DUPLICATE_DETECTION,,,,,,False,
PAY200399,EXCEPTION,Duplicate payment record detected.,0.99,FINAL,AVAILABLE,UNKNOWN,UNKNOWN,DUPLICATE_DETECTION,,,,,,False,
PAY100400,EXCEPTION,"Settlement amount mismatch. Expected ₹11858.40, recorded ₹11708.40.",0.9,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500400,BANK900400,11858.4,11708.4,11708.4,False,
PAY100401,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500401,BANK900401,4911.5,4911.5,4911.5,False,
PAY100402,EXCEPTION,"Settlement amount mismatch. Expected ₹8349.55, recorded ₹8099.55.",0.9,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500402,BANK900402,8349.55,8099.55,8099.55,False,
PAY100403,EXCEPTION,No corresponding settlement record was found for the payment.,0.98,FINAL,AVAILABLE,NOT_FOUND,UNKNOWN,NO_SETTLEMENT,,,,,,False,
PAY100404,EXCEPTION,Settlement occurred outside the configured settlement window.,0.97,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500404,BANK900404,4941.0,4941.0,4941.0,False,
PAY100405,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500405,BANK900405,2470.5,2470.5,2470.5,False,
PAY100406,EXCEPTION,"Settlement amount mismatch. Expected ₹8349.55, recorded ₹8099.55.",0.9,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500406,BANK900406,8349.55,8099.55,8099.55,False,
PAY100407,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500407,BANK900407,24705.0,24705.0,24705.0,False,
PAY100408,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500408,BANK900408,4941.0,4941.0,4941.0,False,
PAY100409,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500409,BANK900409,74115.0,74115.0,74115.0,False,
PAY100410,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500410,BANK900410,494.1,494.1,494.1,False,
PAY100411,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500411,BANK900411,4941.0,4941.0,4941.0,False,
PAY100412,EXCEPTION,"Settlement amount mismatch. Expected ₹4941.00, recorded ₹4791.00.",0.9,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500412,BANK900412,4941.0,4791.0,4791.0,False,
PAY100413,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500413,BANK900413,98230.0,98230.0,98230.0,False,
PAY100414,EXCEPTION,"Settlement amount mismatch. Expected ₹736.73, recorded ₹442.04.",0.9,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500414,BANK900414,736.73,442.04,442.04,False,
PAY100415,EXCEPTION,"Partial settlement detected. Expected ₹4941.00, received ₹2964.60.",0.98,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500415,BANK900415,4941.0,2964.6,2964.6,False,
PAY100416,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500416,BANK900416,494.1,494.1,494.1,False,
PAY100417,EXCEPTION,"Settlement amount mismatch. Expected ₹74115.00, recorded ₹73615.00.",0.9,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500417,BANK900417,74115.0,73615.0,73615.0,False,
PAY100418,EXCEPTION,"Partial settlement detected. Expected ₹98230.00, received ₹49115.00.",0.98,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500418,BANK900418,98230.0,49115.0,49115.0,False,
PAY100419,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500419,BANK900419,4941.0,4941.0,4941.0,False,
PAY100420,EXCEPTION,Settlement exists but bank credit was not found.,0.95,FINAL,AVAILABLE,FOUND,NOT_FOUND,PAYMENT_ID,SET500420,,2470.5,2470.5,,False,
PAY100421,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500421,BANK900421,24705.0,24705.0,24705.0,False,
PAY100422,EXCEPTION,"Settlement amount mismatch. Expected ₹98230.00, recorded ₹98080.00.",0.9,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500422,BANK900422,98230.0,98080.0,98080.0,False,
PAY100423,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500423,BANK900423,73672.5,73672.5,73672.5,False,
PAY100424,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500424,BANK900424,8399.7,8399.7,8399.7,False,
PAY100425,EXCEPTION,No corresponding settlement record was found for the payment.,0.98,FINAL,AVAILABLE,NOT_FOUND,UNKNOWN,NO_SETTLEMENT,,,,,,False,
PAY100426,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500426,BANK900426,24557.5,24557.5,24557.5,False,
PAY100427,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500427,BANK900427,49410.0,49410.0,49410.0,False,
PAY100428,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500428,BANK900428,11858.4,11858.4,11858.4,False,
PAY100429,EXCEPTION,"Settlement amount mismatch. Expected ₹49410.00, recorded ₹49260.00.",0.9,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500429,BANK900429,49410.0,49260.0,49260.0,False,
PAY100430,EXCEPTION,"Settlement amount mismatch. Expected ₹1178.76, recorded ₹1078.76.",0.9,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500430,BANK900430,1178.76,1078.76,1078.76,False,
PAY100431,EXCEPTION,Duplicate payment record detected.,0.99,FINAL,AVAILABLE,UNKNOWN,UNKNOWN,DUPLICATE_DETECTION,,,,,,False,
PAY200431,EXCEPTION,Duplicate payment record detected.,0.99,FINAL,AVAILABLE,UNKNOWN,UNKNOWN,DUPLICATE_DETECTION,,,,,,False,
PAY100432,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500432,BANK900432,74115.0,74115.0,74115.0,False,
PAY100433,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500433,BANK900433,24557.5,24557.5,24557.5,False,
PAY100434,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500434,BANK900434,98820.0,98820.0,98820.0,False,
PAY100435,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500435,BANK900435,1178.76,1178.76,1178.76,False,
PAY100436,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500436,BANK900436,24705.0,24705.0,24705.0,False,
PAY100437,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500437,BANK900437,4941.0,4941.0,4941.0,False,
PAY100438,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500438,BANK900438,494.1,494.1,494.1,False,
PAY100439,EXCEPTION,No corresponding settlement record was found for the payment.,0.98,FINAL,AVAILABLE,NOT_FOUND,UNKNOWN,NO_SETTLEMENT,,,,,,False,
PAY100440,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500440,BANK900440,494.1,494.1,494.1,False,
PAY100441,EXCEPTION,Duplicate payment record detected.,0.99,FINAL,AVAILABLE,UNKNOWN,UNKNOWN,DUPLICATE_DETECTION,,,,,,False,
PAY200441,EXCEPTION,Duplicate payment record detected.,0.99,FINAL,AVAILABLE,UNKNOWN,UNKNOWN,DUPLICATE_DETECTION,,,,,,False,
PAY100442,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500442,BANK900442,8349.55,8349.55,8349.55,False,
PAY100443,EXCEPTION,"Settlement amount mismatch. Expected ₹736.73, recorded ₹486.73.",0.9,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500443,BANK900443,736.73,486.73,486.73,False,
PAY100444,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500444,BANK900444,1185.84,1185.84,1185.84,False,
PAY100445,EXCEPTION,Duplicate payment record detected.,0.99,FINAL,AVAILABLE,UNKNOWN,UNKNOWN,DUPLICATE_DETECTION,,,,,,False,
PAY200445,EXCEPTION,Duplicate payment record detected.,0.99,FINAL,AVAILABLE,UNKNOWN,UNKNOWN,DUPLICATE_DETECTION,,,,,,False,
PAY100446,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500446,BANK900446,98820.0,98820.0,98820.0,False,
PAY100447,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500447,BANK900447,4941.0,4941.0,4941.0,False,
PAY100448,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500448,BANK900448,74115.0,74115.0,74115.0,False,
PAY100449,EXCEPTION,"Settlement amount mismatch. Expected ₹11858.40, recorded ₹9358.40.",0.9,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500449,BANK900449,11858.4,9358.4,9358.4,False,
PAY100450,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500450,BANK900450,24557.5,24557.5,24557.5,False,
PAY100451,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500451,BANK900451,49410.0,49410.0,49410.0,False,
PAY100452,EXCEPTION,Settlement exists but bank credit was not found.,0.95,FINAL,AVAILABLE,FOUND,NOT_FOUND,PAYMENT_ID,SET500452,,73672.5,73672.5,,False,
PAY100453,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500453,BANK900453,98820.0,98820.0,98820.0,False,
PAY100454,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500454,BANK900454,741.15,741.15,741.15,False,
PAY100455,EXCEPTION,Settlement occurred outside the configured settlement window.,0.97,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500455,BANK900455,24557.5,24557.5,24557.5,False,
PAY100456,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500456,BANK900456,24705.0,24705.0,24705.0,False,
PAY100457,EXCEPTION,"Partial settlement detected. Expected ₹491.15, received ₹-508.85.",0.98,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500457,BANK900457,491.15,-508.85,-508.85,False,
PAY100458,EXCEPTION,No corresponding settlement record was found for the payment.,0.98,FINAL,AVAILABLE,NOT_FOUND,UNKNOWN,NO_SETTLEMENT,,,,,,False,
PAY100459,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500459,BANK900459,11858.4,11858.4,11858.4,False,
PAY100460,EXCEPTION,Duplicate payment record detected.,0.99,FINAL,AVAILABLE,UNKNOWN,UNKNOWN,DUPLICATE_DETECTION,,,,,,False,
PAY200460,EXCEPTION,Duplicate payment record detected.,0.99,FINAL,AVAILABLE,UNKNOWN,UNKNOWN,DUPLICATE_DETECTION,,,,,,False,
PAY100461,EXCEPTION,Settlement exists but bank credit was not found.,0.95,FINAL,AVAILABLE,FOUND,NOT_FOUND,PAYMENT_ID,SET500461,,494.1,494.1,,False,
PAY100462,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500462,BANK900462,1185.84,1185.84,1185.84,False,
PAY100463,EXCEPTION,"Partial settlement detected. Expected ₹8399.70, received ₹4199.85.",0.98,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500463,BANK900463,8399.7,4199.85,4199.85,False,
PAY100464,EXCEPTION,Duplicate payment record detected.,0.99,FINAL,AVAILABLE,UNKNOWN,UNKNOWN,DUPLICATE_DETECTION,,,,,,False,
PAY200464,EXCEPTION,Duplicate payment record detected.,0.99,FINAL,AVAILABLE,UNKNOWN,UNKNOWN,DUPLICATE_DETECTION,,,,,,False,
PAY100465,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500465,BANK900465,49410.0,49410.0,49410.0,False,
PAY100466,EXCEPTION,"Settlement amount mismatch. Expected ₹98820.00, recorded ₹98670.00.",0.9,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500466,BANK900466,98820.0,98670.0,98670.0,False,
PAY100467,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500467,BANK900467,11858.4,11858.4,11858.4,False,
PAY100468,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500468,BANK900468,11858.4,11858.4,11858.4,False,
PAY100469,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500469,BANK900469,4941.0,4941.0,4941.0,False,
PAY100470,EXCEPTION,"Settlement amount mismatch. Expected ₹8349.55, recorded ₹5849.55.",0.9,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500470,BANK900470,8349.55,5849.55,5849.55,False,
PAY100471,EXCEPTION,No corresponding settlement record was found for the payment.,0.98,FINAL,AVAILABLE,NOT_FOUND,UNKNOWN,NO_SETTLEMENT,,,,,,False,
PAY100472,EXCEPTION,"Settlement amount mismatch. Expected ₹49410.00, recorded ₹49260.00.",0.9,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500472,BANK900472,49410.0,49260.0,49260.0,False,
PAY100473,EXCEPTION,No corresponding settlement record was found for the payment.,0.98,FINAL,AVAILABLE,NOT_FOUND,UNKNOWN,NO_SETTLEMENT,,,,,,False,
PAY100474,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500474,BANK900474,98820.0,98820.0,98820.0,False,
PAY100475,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500475,BANK900475,49115.0,49115.0,49115.0,False,
PAY100476,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500476,BANK900476,1185.84,1185.84,1185.84,False,
PAY100477,EXCEPTION,"Settlement amount mismatch. Expected ₹4911.50, recorded ₹4761.50.",0.9,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500477,BANK900477,4911.5,4761.5,4761.5,False,
PAY100478,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500478,BANK900478,49410.0,49410.0,49410.0,False,
PAY100479,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500479,BANK900479,2470.5,2470.5,2470.5,False,
PAY100480,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500480,BANK900480,24705.0,24705.0,24705.0,False,
PAY100481,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500481,BANK900481,98820.0,98820.0,98820.0,False,
PAY100482,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500482,BANK900482,4941.0,4941.0,4941.0,False,
PAY100483,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500483,BANK900483,24557.5,24557.5,24557.5,False,
PAY100484,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500484,BANK900484,49410.0,49410.0,49410.0,False,
PAY100485,EXCEPTION,"Settlement amount mismatch. Expected ₹98230.00, recorded ₹98180.00.",0.9,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500485,BANK900485,98230.0,98180.0,98180.0,False,
PAY100486,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500486,BANK900486,98820.0,98820.0,98820.0,False,
PAY100487,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500487,BANK900487,4941.0,4941.0,4941.0,False,
PAY100488,EXCEPTION,Settlement occurred outside the configured settlement window.,0.97,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500488,BANK900488,11787.6,11787.6,11787.6,False,
PAY100489,UNRESOLVED,Multiple settlement candidates found. Unique reconciliation cannot be established.,0.6,HUMAN_REVIEW,AVAILABLE,MULTIPLE_CANDIDATES,UNKNOWN,NONE,,,,,,True,Multiple possible settlement records require manual verification.
PAY100490,EXCEPTION,No corresponding settlement record was found for the payment.,0.98,FINAL,AVAILABLE,NOT_FOUND,UNKNOWN,NO_SETTLEMENT,,,,,,False,
PAY100491,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500491,BANK900491,2470.5,2470.5,2470.5,False,
PAY100492,EXCEPTION,No corresponding settlement record was found for the payment.,0.98,FINAL,AVAILABLE,NOT_FOUND,UNKNOWN,NO_SETTLEMENT,,,,,,False,
PAY100493,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500493,BANK900493,73672.5,73672.5,73672.5,False,
PAY100494,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500494,BANK900494,8399.7,8399.7,8399.7,False,
PAY100495,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500495,BANK900495,4941.0,4941.0,4941.0,False,
PAY100496,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500496,BANK900496,736.73,736.73,736.73,False,
PAY100497,EXCEPTION,No corresponding settlement record was found for the payment.,0.98,FINAL,AVAILABLE,NOT_FOUND,UNKNOWN,NO_SETTLEMENT,,,,,,False,
PAY100498,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500498,BANK900498,2455.75,2455.75,2455.75,False,
PAY100499,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500499,BANK900499,8349.55,8349.55,8349.55,False,
PAY100500,EXCEPTION,"Settlement amount mismatch. Expected ₹98230.00, recorded ₹98080.00.",0.9,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500500,BANK900500,98230.0,98080.0,98080.0,False,
